index;spacing;probefreq;vmult;shots;sideband;size
0;2e-11;40960;1.52587890625e-06;501400;LowerSideband;750000
1;2e-11;40960;1.52587890625e-06;179860;LowerSideband;750000
2;2e-11;40960;1.52587890625e-06;359860;LowerSideband;750000
