index;spacing;probefreq;vmult;shots;sideband;size
0;2e-11;40960;7.62939453125e-06;2133080;1;750000
1;2e-11;40960;7.62939453125e-06;359880;1;750000
2;2e-11;40960;7.62939453125e-06;719880;1;750000
3;2e-11;40960;7.62939453125e-06;1079880;1;750000
4;2e-11;40960;7.62939453125e-06;1439900;1;750000
5;2e-11;40960;7.62939453125e-06;1799920;1;750000
