index;spacing;probefreq;vmult;shots;sideband;size
0;2e-11;40960;1.52587890625e-06;1590380;1;750000
1;2e-11;40960;1.52587890625e-06;359840;1;750000
2;2e-11;40960;1.52587890625e-06;719840;1;750000
3;2e-11;40960;1.52587890625e-06;1079840;1;750000
4;2e-11;40960;1.52587890625e-06;1439840;1;750000
